"longitude","latitude","value","G1","G2"
113.534278505,22.1901884542,0.102379646340085,"AB","pre"
113.550757676,22.1984201204,0.0544349857840941,"AB","pre"
113.542937815,22.1934018209,0.209365329938823,"AB","pre"
113.576503746,22.1568624735,0.10499671296432,"AB","pre"
113.534544405,22.186351058,0.0442807672820612,"AB","pre"
113.545636215,22.2136637768,0.38973356168112,"AB","pre"
113.544272025,22.185627593,0.0863631985997647,"AB","pre"
113.555948034,22.1641111651,0.0322422608105788,"AB","pre"
113.55299726,22.1939751494,0.098401705071247,"AB","pre"
113.543371517,22.2013154515,0.680751370296084,"AB","pre"
113.554821351,22.2037267343,0.254692923870579,"AB","pre"
113.541624919,22.205058097,0.3470230343736,"AB","pre"
113.555223272,22.1590835562,0.36293479944895,"AB","pre"
113.552589795,22.1531777983,0.0440714019521223,"AB","pre"
113.53932912,22.1989776959,0.393502137620019,"AB","pre"
113.54467931,22.1612185484,0.0680437322301176,"AB","pre"
113.542621517,22.208120055,0.363562895438767,"AB","pre"
113.547468416,22.1996124479,0.305464016380743,"AB","pre"
113.566198222,22.1430025502,0.0337078181201506,"AB","pre"
113.56837097,22.1253250745,0.104054568979595,"AB","pre"
113.538074738,22.2109934195,0.170004647910325,"AB","pre"
113.54696689,22.2042783657,0.237734332145534,"AB","pre"
113.550766928,22.2122490802,0.74732954521663,"AB","pre"
113.55713729,22.2091558083,0.576801483981459,"AB","pre"
113.534278505,22.1901884542,0.113000578783452,"AB","acu"
113.550757676,22.1984201204,0.0689027919411295,"AB","acu"
113.542937815,22.1934018209,0.201196152468098,"AB","acu"
113.576503746,22.1568624735,0.0730369594575972,"AB","acu"
113.534544405,22.186351058,0.0248050050988066,"AB","acu"
113.545636215,22.2136637768,0.509880660364358,"AB","acu"
113.544272025,22.185627593,0.0937077970399361,"AB","acu"
113.555948034,22.1641111651,0.0385855634870325,"AB","acu"
113.55299726,22.1939751494,0.0950858528787586,"AB","acu"
113.543371517,22.2013154515,0.866797122619409,"AB","acu"
113.554821351,22.2037267343,0.337623680511534,"AB","acu"
113.541624919,22.205058097,0.42030703084089,"AB","acu"
113.555223272,22.1590835562,0.253562274343356,"AB","acu"
113.552589795,22.1531777983,0.0399636193258551,"AB","acu"
113.53932912,22.1989776959,0.529173442107874,"AB","acu"
113.54467931,22.1612185484,0.053744177714081,"AB","acu"
113.542621517,22.208120055,0.527795386269052,"AB","acu"
113.547468416,22.1996124479,0.278367279442163,"AB","acu"
113.566198222,22.1430025502,0.0551222335529036,"AB","acu"
113.56837097,22.1253250745,0.0992200203952264,"AB","acu"
113.538074738,22.2109934195,0.31419673125155,"AB","acu"
113.54696689,22.2042783657,0.281123391119808,"AB","acu"
113.550766928,22.2122490802,0.89435823939586,"AB","acu"
113.55713729,22.2091558083,0.784113772290053,"AB","acu"
113.534278505,22.1901884542,0.15825795181348,"AB","tra"
113.550757676,22.1984201204,0.0908037428438003,"AB","tra"
113.542937815,22.1934018209,0.324731480360448,"AB","tra"
113.576503746,22.1568624735,0.1491775775291,"AB","tra"
113.534544405,22.186351058,0.0743725893768269,"AB","tra"
113.545636215,22.2136637768,0.654219347250809,"AB","tra"
113.544272025,22.185627593,0.15047477385544,"AB","tra"
113.555948034,22.1641111651,0.0588062334607468,"AB","tra"
113.55299726,22.1939751494,0.16604112977152,"AB","tra"
113.543371517,22.2013154515,1.11083245412249,"AB","tra"
113.554821351,22.2037267343,0.446667935036408,"AB","tra"
113.541624919,22.205058097,0.572928377466835,"AB","tra"
113.555223272,22.1590835562,0.539633671757442,"AB","tra"
113.552589795,22.1531777983,0.0466990677482401,"AB","tra"
113.53932912,22.1989776959,0.632599408478475,"AB","tra"
113.54467931,22.1612185484,0.0821557673348669,"AB","tra"
113.542621517,22.208120055,0.634761402355709,"AB","tra"
113.547468416,22.1996124479,0.465693481156061,"AB","tra"
113.566198222,22.1430025502,0.0722105954995935,"AB","tra"
113.56837097,22.1253250745,0.180742688136707,"AB","tra"
113.538074738,22.2109934195,0.357161388518948,"AB","tra"
113.54696689,22.2042783657,0.383970112596641,"AB","tra"
113.550766928,22.2122490802,1.2721171973641,"AB","tra"
113.55713729,22.2091558083,1.01656952107512,"AB","tra"
113.534278505,22.1901884542,0.124068190784692,"AB","pos"
113.550757676,22.1984201204,0.0698208019269503,"AB","pos"
113.542937815,22.1934018209,0.221402022467244,"AB","pos"
113.576503746,22.1568624735,0.12510641832264,"AB","pos"
113.534544405,22.186351058,0.0612554247388858,"AB","pos"
113.545636215,22.2136637768,0.427749745634253,"AB","pos"
113.544272025,22.185627593,0.131076226665836,"AB","pos"
113.555948034,22.1641111651,0.0511327062439004,"AB","pos"
113.55299726,22.1939751494,0.142756286467742,"AB","pos"
113.543371517,22.2013154515,0.774517743308624,"AB","pos"
113.554821351,22.2037267343,0.30861313565481,"AB","pos"
113.541624919,22.205058097,0.373242799892024,"AB","pos"
113.555223272,22.1590835562,0.5409165472705,"AB","pos"
113.552589795,22.1531777983,0.0474989098610852,"AB","pos"
113.53932912,22.1989776959,0.546107684960236,"AB","pos"
113.54467931,22.1612185484,0.0848751012271849,"AB","pos"
113.542621517,22.208120055,0.343653315060529,"AB","pos"
113.547468416,22.1996124479,0.372464129238564,"AB","pos"
113.566198222,22.1430025502,0.0578811852405573,"AB","pos"
113.56837097,22.1253250745,0.151581220540294,"AB","pos"
113.538074738,22.2109934195,0.208164621358417,"AB","pos"
113.54696689,22.2042783657,0.281619219668182,"AB","pos"
113.550766928,22.2122490802,0.78048755165182,"AB","pos"
113.55713729,22.2091558083,0.759982557777362,"AB","pos"
