#node	date	numeric date
EPI1019957|A/Hong_Kong/2248/2017|2017	2017-05-23	2017.390411
NODE_0000127	2017-02-20	2017.138713
EPI1019923|A/Hong_Kong/2181/2017|2017	2017-05-15	2017.368493
EPI1019939|A/Hong_Kong/2238/2017|2017	2017-05-19	2017.379452
NODE_0000129	2016-11-22	2016.893428
EPI982533|A/Hong_Kong/217/2017|2017	2017-01-07	2017.017808
EPI1019921|A/Hong_Kong/2180/2017|2017	2017-05-13	2017.363014
NODE_0000130	2017-04-12	2017.277379
EPI1019927|A/Hong_Kong/2200/2017|2017	2017-05-17	2017.373973
EPI1019955|A/Hong_Kong/2247/2017|2017	2017-05-22	2017.387671
NODE_0000032	2016-10-09	2016.771583
EPI982535|A/Hong_Kong/82/2017|2017	2017-01-02	2017.004110
NODE_0000050	2016-12-01	2016.917267
EPI1019919|A/Hong_Kong/2179/2017|2017	2017-05-15	2017.368493
EPI1019937|A/Hong_Kong/2215/2017|2017	2017-05-20	2017.382192
NODE_0000131	2016-10-28	2016.823537
NODE_0000135	2017-05-18	2017.376712
EPI1082166|A/Hong_Kong/2201/2017|2017	2017-05-18	2017.376712
EPI1019929|A/Hong_Kong/2201/2017|2017	2017-05-18	2017.376712
NODE_0000053	2017-01-08	2017.020100
NODE_0000136	2017-05-24	2017.393151
EPI1082178|A/Hong_Kong/2311/2017|2017	2017-05-24	2017.393151
EPI1019959|A/Hong_Kong/2311/2017|2017	2017-05-24	2017.393151
NODE_0000057	2017-01-09	2017.023288
EPI917125|A/Hong_Kong/219/2017|2017	2017-01-09	2017.023288
EPI912233|A/Hong_Kong/221/2017|2017	2017-01-09	2017.023288
NODE_0000137	2017-04-07	2017.263955
EPI1047108|A/Hong_Kong/3646/2017|2017	2017-07-16	2017.538356
EPI1047124|A/Hong_Kong/3650/2017|2017	2017-07-20	2017.549315
NODE_0000064	2017-05-15	2017.368493
EPI1019907|A/Hong_Kong/2111/2017|2017	2017-05-15	2017.368493
EPI1082160|A/Hong_Kong/2111/2017|2017	2017-05-15	2017.368493
NODE_0000141	2017-05-13	2017.363014
EPI1019911|A/Hong_Kong/2113/2017|2017	2017-05-13	2017.363014
EPI1082162|A/Hong_Kong/2113/2017|2017	2017-05-13	2017.363014
EPI1019913|A/Hong_Kong/2149/2017|2017	2017-05-13	2017.363014
NODE_0000013	2008-06-02	2008.418868
NODE_0000067	2014-02-21	2014.139868
NODE_0000021	2015-10-05	2015.760274
EPI676424|A/Hong_Kong/15581/2015|2015	2015-10-05	2015.760274
EPI680398|A/Hong_Kong/15581/2015|2015	2015-10-05	2015.760274
NODE_0000014	2014-06-16	2014.455364
EPI1608405|A/Hong_Kong/735/2016|2016	2016-02-21	2016.140710
NODE_0000015	2015-05-10	2015.354117
EPI838845|A/Hong_Kong/2318/2016|2016	2016-07-31	2016.580601
NODE_0000016	2016-08-06	2016.596830
NODE_0000072	2017-05-16	2017.371233
EPI1019925|A/Hong_Kong/2199/2017|2017	2017-05-16	2017.371233
EPI1082164|A/Hong_Kong/2199/2017|2017	2017-05-16	2017.371233
NODE_0000018	2016-09-12	2016.698323
EPI1047100|A/Hong_Kong/3648/2017|2017	2017-07-14	2017.532877
NODE_0000019	2017-01-09	2017.023288
EPI960225|A/Hong_Kong/223/2017|2017	2017-01-09	2017.023288
EPI912241|A/Hong_Kong/223/2017|2017	2017-01-09	2017.023288
NODE_0000022	2008-08-05	2008.594610
NODE_0000076	2013-07-31	2013.579160
EPI630634|A/Hong_Kong/12243/2015|2015	2015-06-14	2015.450685
NODE_0000024	2014-05-08	2014.348418
EPI630632|A/Hong_Kong/11688/2015|2015	2015-06-08	2015.434247
NODE_0000025	2015-04-30	2015.328502
EPI631482|A/Hong_Kong/11699/2015|2015	2015-06-07	2015.431507
EPI632378|A/Hong_Kong/11699/2015|2015	2015-06-07	2015.431507
NODE_0000026	2008-11-10	2008.858359
NODE_0000080	2011-07-06	2011.512074
NODE_0000081	2011-07-06	2011.512074
NODE_0000028	2015-01-23	2015.061644
EPI574459|A/Hong_Kong/8112398/2015|2015	2015-01-26	2015.069863
EPI574457|A/Hong_Kong/8111529/2015|2015	2015-01-23	2015.061644
NODE_0000029	2013-04-04	2013.255472
EPI500162|A/Hong_Kong/6030/2013|2013	2013-12-13	2013.949315
NODE_0000030	2013-09-19	2013.716438
EPI536991|A/Hong_Kong/5008/2013|2013	2013-09-19	2013.716438
EPI486628|A/Hong_Kong/5008/2013|2013	2013-09-19	2013.716438
NODE_0000093	2013-12-11	2013.943836
EPI537964|A/Hong_Kong/5958/2014|2014	2014-06-01	2014.415068
EPI500158|A/Hong_Kong/6015/2013|2013	2013-12-11	2013.943836
NODE_0000034	2012-09-29	2012.745026
NODE_0000035	2013-11-02	2013.836210
EPI500160|A/Hong_Kong/6019/2013|2013	2013-12-12	2013.946575
NODE_0000099	2013-12-06	2013.930137
EPI503815|A/Hong_Kong/5991/2013|2013	2013-12-06	2013.930137
EPI504761|A/Hong_Kong/5992/2013|2013	2013-12-06	2013.930137
NODE_0000037	2013-01-01	2013.002214
EPI486395|A/Hong_Kong/5640/2013|2013	2013-10-12	2013.779452
NODE_0000047	2013-12-01	2013.917488
NODE_0000048	2015-04-30	2015.326722
EPI631450|A/Hong_Kong/12244/2015|2015	2015-06-12	2015.445205
EPI632362|A/Hong_Kong/12244/2015|2015	2015-06-12	2015.445205
NODE_0000049	2014-08-25	2014.647945
EPI556972|A/Hong_Kong/7532/2014|2014	2014-10-01	2014.749315
NODE_0000104	2014-09-28	2014.741096
EPI556970|A/Hong_Kong/7531/2014|2014	2014-09-28	2014.741096
NODE_0000109	2014-10-11	2014.776712
EPI556974|A/Hong_Kong/7555/2014|2014	2014-10-11	2014.776712
NODE_0000110	2014-10-13	2014.782192
EPI565048|A/Hong_Kong/7561/2014|2014	2014-10-13	2014.782192
NODE_0000111	2014-10-20	2014.801370
EPI565040|A/Hong_Kong/7573/2014|2014	2014-10-23	2014.809589
EPI565024|A/Hong_Kong/7572/2014|2014	2014-10-20	2014.801370
NODE_0000038	2013-05-11	2013.358595
NODE_0000039	2015-05-20	2015.383181
EPI742372|A/Hong_Kong/94/2016|2016	2016-01-05	2016.012295
NODE_0000040	2015-10-26	2015.818673
EPI697713|A/Hong_Kong/90/2016|2016	2016-01-05	2016.012295
EPI697711|A/Hong_Kong/89/2016|2016	2016-01-04	2016.009563
EPI697709|A/Hong_Kong/88/2016|2016	2016-01-04	2016.009563
NODE_0000042	2014-04-12	2014.278453
EPI536261|A/Hong_Kong/6000/2014|2014	2014-06-08	2014.434247
NODE_0000118	2014-06-05	2014.426027
EPI537967|A/Hong_Kong/5994/2014|2014	2014-06-05	2014.426027
NODE_0000119	2014-06-07	2014.431059
EPI537942|A/Hong_Kong/5997/2014|2014	2014-06-07	2014.431507
NODE_0000122	2014-06-08	2014.434247
EPI536263|A/Hong_Kong/6110/2014|2014	2014-06-08	2014.434247
EPI536259|A/Hong_Kong/5999/2014|2014	2014-06-09	2014.436986
NODE_0000054	2008-12-29	2008.994071
NODE_0000055	2012-02-24	2012.150036
NODE_0000056	2013-03-25	2013.228767
EPI463651|A/Hong_Kong/1720/2013|2013	2013-03-25	2013.228767
EPI464623|A/Hong_Kong/1720/2013|2013	2013-03-25	2013.228767
NODE_0000058	2012-08-21	2012.637598
EPI463659|A/Hong_Kong/2026/2013|2013	2013-04-01	2013.247945
NODE_0000059	2012-10-03	2012.756824
NODE_0000060	2013-01-05	2013.012329
EPI417466|A/Hong_Kong/62/2013|2013	2013-01-05	2013.012329
EPI425978|A/Hong_Kong/62/2013|2013	2013-01-05	2013.012329
NODE_0000061	2013-03-24	2013.226027
EPI463654|A/Hong_Kong/1743/2013|2013	2013-03-24	2013.226027
EPI466553|A/Hong_Kong/1743/2013|2013	2013-03-24	2013.226027
NODE_0000062	2012-11-15	2012.872137
NODE_0000070	2013-02-15	2013.125754
EPI463657|A/Hong_Kong/1889/2013|2013	2013-04-01	2013.247945
EPI465105|A/Hong_Kong/1889/2013|2013	2013-04-01	2013.247945
NODE_0000063	2013-01-15	2013.040485
EPI463655|A/Hong_Kong/1766/2013|2013	2013-03-25	2013.228767
NODE_0000134	2013-03-30	2013.242466
EPI464629|A/Hong_Kong/1894/2013|2013	2013-03-30	2013.242466
EPI463658|A/Hong_Kong/1894/2013|2013	2013-03-30	2013.242466
NODE_0000095	2012-12-28	2012.991067
NODE_0000069	2013-03-23	2013.223288
EPI463652|A/Hong_Kong/1722/2013|2013	2013-03-23	2013.223288
EPI464625|A/Hong_Kong/1722/2013|2013	2013-03-23	2013.223288
NODE_0000138	2013-03-08	2013.182192
EPI463650|A/Hong_Kong/1299/2013|2013	2013-03-08	2013.182192
NODE_0000139	2013-03-22	2013.220548
EPI464627|A/Hong_Kong/1737/2013|2013	2013-03-22	2013.220548
EPI463653|A/Hong_Kong/1737/2013|2013	2013-03-22	2013.220548
NODE_0000071	2009-03-26	2009.231933
EPI302137|A/Hong_Kong/6931/2010|2010	2010-12-06	2010.930137
NODE_0000073	2010-07-12	2010.527753
EPI439312|A/Hong_Kong/9232/2012|2012	2012-12-18	2012.963115
NODE_0000074	2010-09-25	2010.734246
NODE_0000075	2011-12-14	2011.952055
EPI357927|A/Hong_Kong/5089/2011|2011	2011-12-14	2011.952055
EPI352297|A/Hong_Kong/5089/2011|2011	2011-12-14	2011.952055
NODE_0000077	2012-11-14	2012.871160
EPI417468|A/Hong_Kong/9204/2012|2012	2012-12-15	2012.954918
EPI425979|A/Hong_Kong/9204/2012|2012	2012-12-15	2012.954918
NODE_0000078	2012-03-18	2012.211208
EPI390473|A/Hong_Kong/5659/2012|2012	2012-05-21	2012.386612
EPI390475|A/Hong_Kong/6609/2012|2012	2012-05-30	2012.411202
NODE_0000147	2012-05-21	2012.386612
EPI382424|A/Hong_Kong/5659/2012|2012	2012-05-21	2012.386612
NODE_0000149	2012-05-28	2012.404827
EPI391291|A/Hong_Kong/6293/2012|2012	2012-05-29	2012.408470
NODE_0000150	2012-05-29	2012.408015
EPI382527|A/Hong_Kong/6293/2012|2012	2012-05-29	2012.408470
NODE_0000152	2012-05-30	2012.411202
EPI382560|A/Hong_Kong/6609/2012|2012	2012-05-30	2012.411202
NODE_0000159	2012-06-01	2012.416667
EPI382661|A/Hong_Kong/6747/2012|2012	2012-06-01	2012.416667
EPI390477|A/Hong_Kong/6747/2012|2012	2012-06-01	2012.416667
NODE_0000085	2009-04-30	2009.326762
NODE_0000086	2009-10-25	2009.813788
EPI439254|A/Hong_Kong/101/2013|2013	2013-01-05	2013.012329
NODE_0000087	2009-12-02	2009.920431
NODE_0000088	2010-06-10	2010.441051
EPI331207|A/Hong_Kong/3973/2011|2011	2011-06-21	2011.469863
NODE_0000089	2011-08-30	2011.662245
EPI382579|A/Hong_Kong/6610/2012|2012	2012-05-31	2012.413934
NODE_0000090	2012-06-06	2012.430328
EPI382668|A/Hong_Kong/7568/2012|2012	2012-06-06	2012.430328
EPI391288|A/Hong_Kong/7568/2012|2012	2012-06-06	2012.430328
NODE_0000091	2010-01-14	2010.036625
NODE_0000092	2011-06-20	2011.467123
EPI335810|A/Hong_Kong/3976/2011|2011	2011-06-30	2011.494521
EPI334724|A/Hong_Kong/3972/2011|2011	2011-06-20	2011.467123
EPI334722|A/Hong_Kong/3971/2011|2011	2011-06-20	2011.467123
NODE_0000094	2012-07-20	2012.550595
EPI417467|A/Hong_Kong/9259/2012|2012	2012-12-18	2012.963115
EPI439214|A/Hong_Kong/145/2013|2013	2013-01-10	2013.026027
NODE_0000096	2013-02-24	2013.148066
EPI463656|A/Hong_Kong/1778/2013|2013	2013-03-26	2013.231507
EPI464847|A/Hong_Kong/1778/2013|2013	2013-03-26	2013.231507
NODE_0000097	2009-06-06	2009.428699
NODE_0000098	2010-04-25	2010.312559
EPI332599|A/Hong_Kong/3962/2011|2011	2011-04-16	2011.289041
EPI1608407|A/Hong_Kong/2658/2012|2012	2012-05-02	2012.334699
NODE_0000100	2010-02-26	2010.153518
EPI273876|A/Hong_Kong/1880/2010|2010	2010-04-19	2010.297260
NODE_0000101	2010-06-09	2010.437537
EPI278860|A/Hong_Kong/2166/2010|2010	2010-07-13	2010.530137
EPI279893|A/Hong_Kong/2203/2010|2010	2010-07-14	2010.532877
NODE_0000102	2009-06-18	2009.462277
EPI278510|A/Hong_Kong/1881/2010|2010	2010-04-18	2010.294521
NODE_0000103	2009-07-23	2009.556459
EPI346726|A/Hong_Kong/3960/2011|2011	2011-04-21	2011.302740
EPI326206|A/Hong_Kong/3934/2011|2011	2011-03-29	2011.239726
NODE_0000105	2009-07-12	2009.526198
EPI280298|A/Hong_Kong/2172/2010|2010	2010-07-12	2010.527397
NODE_0000106	2009-10-14	2009.786205
NODE_0000107	2009-11-19	2009.884903
EPI278508|A/Hong_Kong/1886/2010|2010	2010-04-20	2010.300000
EPI279897|A/Hong_Kong/2213/2010|2010	2010-07-16	2010.538356
NODE_0000108	2010-03-10	2010.187426
EPI279891|A/Hong_Kong/2200/2010|2010	2010-07-14	2010.532877
EPI279895|A/Hong_Kong/2212/2010|2010	2010-07-16	2010.538356
NODE_0000184	2015-02-13	2015.120390
NODE_0000144	2015-09-07	2015.683595
NODE_0000145	2017-03-14	2017.198872
NODE_0000146	2017-05-19	2017.379452
EPI1082168|A/Hong_Kong/2239/2017|2017	2017-05-19	2017.379452
EPI1019941|A/Hong_Kong/2239/2017|2017	2017-05-19	2017.379452
NODE_0000188	2017-05-12	2017.360274
EPI1019901|A/Hong_Kong/2091/2017|2017	2017-05-12	2017.360274
EPI1019909|A/Hong_Kong/2112/2017|2017	2017-05-13	2017.363014
NODE_0000148	2017-03-02	2017.164938
EPI1019949|A/Hong_Kong/2244/2017|2017	2017-05-21	2017.384932
NODE_0000151	2017-05-21	2017.384932
EPI1082176|A/Hong_Kong/2245/2017|2017	2017-05-21	2017.384932
EPI1019951|A/Hong_Kong/2245/2017|2017	2017-05-21	2017.384932
NODE_0000191	2017-05-12	2017.360274
EPI1019905|A/Hong_Kong/2109/2017|2017	2017-05-12	2017.360274
EPI1082158|A/Hong_Kong/2109/2017|2017	2017-05-12	2017.360274
NODE_0000154	2015-06-29	2015.492715
NODE_0000155	2017-05-16	2017.371233
EPI1019917|A/Hong_Kong/2163/2017|2017	2017-05-16	2017.371233
EPI1019933|A/Hong_Kong/2213/2017|2017	2017-05-19	2017.379452
NODE_0000156	2015-10-18	2015.795360
NODE_0000157	2016-11-01	2016.833665
EPI1019915|A/Hong_Kong/2162/2017|2017	2017-05-15	2017.368493
NODE_0000158	2017-03-28	2017.237040
NODE_0000201	2017-05-10	2017.354795
EPI1019903|A/Hong_Kong/2106/2017|2017	2017-05-10	2017.354795
EPI1082156|A/Hong_Kong/2106/2017|2017	2017-05-10	2017.354795
NODE_0000160	2017-05-19	2017.379452
EPI1019935|A/Hong_Kong/2214/2017|2017	2017-05-19	2017.379452
EPI1082174|A/Hong_Kong/2243/2017|2017	2017-05-21	2017.384932
EPI1019947|A/Hong_Kong/2243/2017|2017	2017-05-21	2017.384932
NODE_0000162	2016-05-01	2016.332294
NODE_0000165	2017-06-05	2017.425854
EPI1267280|A/HK/1021/2018|2018	2018-06-01	2018.415068
EPI1107402|A/Hong_Kong/4792/2017|2017	2017-10-12	2017.779452
NODE_0000166	2016-07-10	2016.522460
EPI1107378|A/Hong_Kong/4790/2017|2017	2017-10-06	2017.763014
NODE_0000167	2017-12-12	2017.946575
EPI1202015|A/Hong_Kong/4997/2017|2017	2017-12-12	2017.946575
EPI1185776|A/Hong_Kong/4988/2017|2017	2017-12-16	2017.957534
NODE_0000161	2016-08-29	2016.659445
EPI1019953|A/Hong_Kong/2246/2017|2017	2017-05-23	2017.390411
NODE_0000163	2016-08-29	2016.659445
NODE_0000171	2018-04-09	2018.269863
EPI1252626|A/Hong_Kong/662/2018|2018	2018-04-09	2018.269863
EPI1252640|A/Hong_Kong/669/2018|2018	2018-04-09	2018.269863
NODE_0000169	2017-08-22	2017.639971
EPI1252644|A/Hong_Kong/671/2018|2018	2018-04-10	2018.272603
EPI1153776|A/Hong_Kong/4989/2017|2017	2017-12-17	2017.960274
NODE_0000172	2016-07-23	2016.557582
EPI1047116|A/Hong_Kong/3647/2017|2017	2017-07-18	2017.543836
NODE_0000185	2017-03-10	2017.188643
NODE_0000186	2017-09-16	2017.708895
EPI1140973|A/Hong_Kong/4821/2017|2017	2017-10-22	2017.806849
EPI1107434|A/Hong_Kong/4821/2017|2017	2017-10-22	2017.806849
NODE_0000187	2017-10-12	2017.779452
EPI1107394|A/Hong_Kong/4791/2017|2017	2017-10-12	2017.779452
EPI1107410|A/Hong_Kong/4807/2017|2017	2017-10-17	2017.793151
NODE_0000189	2017-05-20	2017.382192
EPI1082172|A/Hong_Kong/2242/2017|2017	2017-05-20	2017.382192
EPI1019945|A/Hong_Kong/2242/2017|2017	2017-05-20	2017.382192
EPI1082170|A/Hong_Kong/2240/2017|2017	2017-05-20	2017.382192
EPI1019943|A/Hong_Kong/2240/2017|2017	2017-05-20	2017.382192
NODE_0000174	2016-10-02	2016.752009
NODE_0000175	2017-10-31	2017.831442
EPI1197842|A/Hong_Kong/4974/2017|2017	2017-12-09	2017.938356
EPI1153771|A/Hong_Kong/4982/2017|2017	2017-12-12	2017.946575
NODE_0000176	2016-12-06	2016.930198
EPI1271955|A/Hong_Kong/1119/2018|2018	2018-06-17	2018.458904
NODE_0000177	2017-10-22	2017.806849
EPI1211294|A/Hong_Kong/4820/2017|2017	2017-10-22	2017.806849
EPI1107418|A/Hong_Kong/4820/2017|2017	2017-10-22	2017.806849
NODE_0000180	2016-10-30	2016.829740
NODE_0000181	2017-10-26	2017.819084
EPI1252628|A/Hong_Kong/663/2018|2018	2018-04-10	2018.272603
EPI2838221|A/Hong_Kong/CUHK1014/2018|2018	2018-11-02	2018.836986
NODE_0000182	2017-06-20	2017.466600
EPI1258078|A/HK/972/2018|2018	2018-05-19	2018.379452
NODE_0000183	2018-05-07	2018.346575
EPI1258070|A/HK/892/2018|2018	2018-05-07	2018.346575
EPI1258073|A/HK/913/2018|2018	2018-05-12	2018.360274
NODE_0000192	2017-08-15	2017.621157
EPI1353584|A/HK/3079/2018|2018	2018-11-30	2018.913699
EPI1252606|A/Hong_Kong/649/2018|2018	2018-04-08	2018.267123
EPI1252622|A/Hong_Kong/659/2018|2018	2018-04-06	2018.261644
NODE_0000195	2018-06-15	2018.453425
EPI1271943|A/Hong_Kong/1113/2018|2018	2018-06-15	2018.453425
EPI1278487|A/HK/1213/2018|2018	2018-07-07	2018.513699
NODE_0000197	2017-02-02	2017.089890
EPI1153773|A/Hong_Kong/4985/2017|2017	2017-12-19	2017.965753
NODE_0000198	2017-03-22	2017.219726
EPI2838317|A/Hong_Kong/CUHK1029/2018|2018	2018-12-04	2018.924658
NODE_0000199	2017-10-07	2017.767060
EPI1197993|A/Hong_Kong/4975/2017|2017	2017-12-10	2017.941096
NODE_0000200	2017-12-31	2017.997727
EPI2838533|A/Hong_Kong/CUHK1061/2019|2019	2019-03-18	2019.209589
EPI1252638|A/Hong_Kong/668/2018|2018	2018-04-10	2018.272603
NODE_0000229	2018-04-08	2018.266676
NODE_0000202	2018-07-20	2018.548361
EPI2838309|A/Hong_Kong/CUHK1028/2018|2018	2018-11-30	2018.913699
NODE_0000203	2018-12-28	2018.990411
EPI1353592|A/HK/124/2019|2019	2018-12-28	2018.990411
EPI1396479|A/Hong_Kong/124/2019|2019	2018-12-28	2018.990411
NODE_0000232	2018-11-14	2018.869863
EPI1415347|A/HK/458/2019|2019	2019-01-17	2019.045205
EPI1353577|A/HK/2767/2018|2018	2018-11-14	2018.869863
NODE_0000233	2018-04-09	2018.269863
EPI1252634|A/Hong_Kong/666/2018|2018	2018-04-09	2018.269863
NODE_0000234	2018-07-12	2018.528124
NODE_0000211	2018-10-05	2018.760274
EPI2838197|A/Hong_Kong/CUHK1011/2018|2018	2018-10-05	2018.760274
EPI2838149|A/Hong_Kong/CUHK1005/2018|2018	2018-10-17	2018.793151
NODE_0000236	2018-07-16	2018.539159
NODE_0000213	2018-10-09	2018.771233
EPI2838213|A/Hong_Kong/CUHK1013/2018|2018	2018-10-09	2018.771233
EPI2838133|A/Hong_Kong/CUHK1003/2018|2018	2018-10-16	2018.790411
NODE_0000238	2018-09-08	2018.686301
EPI1319586|A/HK/1889/2018|2018	2018-09-08	2018.686301
NODE_0000240	2018-09-15	2018.705479
EPI1319589|A/HK/2011/2018|2018	2018-09-15	2018.705479
EPI1319590|A/HK/2054/2018|2018	2018-09-19	2018.716438
NODE_0000214	2016-08-27	2016.654557
EPI1202147|A/Hong_Kong/4987/2017|2017	2017-12-15	2017.954795
NODE_0000217	2018-10-17	2018.793151
EPI2838157|A/Hong_Kong/CUHK1006/2018|2018	2018-10-18	2018.795890
EPI1324788|A/HK/2396/2018|2018	2018-10-17	2018.793151
NODE_0000218	2017-04-10	2017.272443
EPI1267283|A/HK/1066/2018|2018	2018-06-07	2018.431507
NODE_0000219	2017-07-11	2017.523590
EPI2838349|A/Hong_Kong/CUHK1033/2018|2018	2018-12-21	2018.971233
EPI1258072|A/HK/909/2018|2018	2018-05-09	2018.352055
NODE_0000221	2017-06-10	2017.438471
EPI1252632|A/Hong_Kong/665/2018|2018	2018-04-09	2018.269863
NODE_0000222	2017-07-23	2017.558586
EPI1266533|A/Hong_Kong/1128/2018|2018	2018-06-19	2018.464384
EPI1258071|A/HK/899/2018|2018	2018-05-06	2018.343836
EPI1252616|A/Hong_Kong/654/2018|2018	2018-04-08	2018.267123
NODE_0000223	2017-09-02	2017.669516
EPI2838269|A/Hong_Kong/CUHK1021/2018|2018	2018-11-20	2018.886301
NODE_0000224	2017-10-19	2017.799607
EPI1252600|A/Hong_Kong/645/2018|2018	2018-04-08	2018.267123
EPI1324786|A/HK/2333/2018|2018	2018-10-12	2018.779452
NODE_0000242	2018-04-07	2018.264384
EPI1252602|A/Hong_Kong/647/2018|2018	2018-04-07	2018.264384
EPI1252612|A/Hong_Kong/652/2018|2018	2018-04-07	2018.264384
EPI1252646|A/Hong_Kong/672/2018|2018	2018-04-10	2018.272603
NODE_0000252	2017-12-04	2017.925549
EPI1353589|A/HK/3307/2018|2018	2018-12-21	2018.971233
NODE_0000256	2017-12-06	2017.930135
NODE_0000257	2017-12-08	2017.934721
NODE_0000239	2018-04-09	2018.269863
EPI1252642|A/Hong_Kong/670/2018|2018	2018-04-09	2018.269863
EPI1258074|A/HK/931/2018|2018	2018-05-14	2018.365753
NODE_0000259	2017-12-09	2017.937908
EPI1252648|A/Hong_Kong/673/2018|2018	2018-04-10	2018.272603
NODE_0000260	2017-12-10	2017.941096
EPI1153767|A/Hong_Kong/4979/2017|2017	2017-12-10	2017.941096
EPI1197983|A/Hong_Kong/4978/2017|2017	2017-12-10	2017.941096
NODE_0000228	2018-05-31	2018.412329
EPI1267281|A/HK/1026/2018|2018	2018-05-31	2018.412329
NODE_0000262	2018-06-05	2018.425580
EPI1266645|A/Hong_Kong/1057/2018|2018	2018-06-06	2018.428767
NODE_0000263	2018-06-06	2018.428767
EPI1267292|A/HK/1057/2018|2018	2018-06-06	2018.428767
NODE_0000266	2018-06-10	2018.438383
EPI1267286|A/HK/1094/2018|2018	2018-06-11	2018.442466
NODE_0000268	2018-06-11	2018.441570
EPI1271939|A/Hong_Kong/1111/2018|2018	2018-06-13	2018.447945
NODE_0000269	2018-06-12	2018.444758
EPI1266549|A/Hong_Kong/1126/2018|2018	2018-06-16	2018.456164
NODE_0000270	2018-06-13	2018.447945
EPI1271937|A/Hong_Kong/1099/2018|2018	2018-06-13	2018.447945
EPI1271945|A/Hong_Kong/1114/2018|2018	2018-06-13	2018.447945
NODE_0000245	2017-06-16	2017.456529
EPI1153769|A/Hong_Kong/4981/2017|2017	2017-12-13	2017.949315
EPI1252624|A/Hong_Kong/661/2018|2018	2018-04-08	2018.267123
EPI1252620|A/Hong_Kong/658/2018|2018	2018-04-07	2018.264384
NODE_0000280	2018-09-03	2018.672603
EPI1319584|A/HK/1822/2018|2018	2018-09-03	2018.672603
EPI1319592|A/HK/1949/2018|2018	2018-09-11	2018.694521
NODE_0000277	2017-11-14	2017.870202
EPI1271963|A/Hong_Kong/1123/2018|2018	2018-06-18	2018.461644
NODE_0000278	2018-07-03	2018.502740
EPI1278485|A/HK/1179/2018|2018	2018-07-03	2018.502740
EPI1278488|A/HK/1237/2018|2018	2018-07-09	2018.519178
NODE_0000273	2018-04-17	2018.291397
EPI1267291|A/HK/1204/2018|2018	2018-06-29	2018.491781
NODE_0000274	2018-07-20	2018.549315
EPI1278501|A/HK/1367/2018|2018	2018-07-20	2018.549315
NODE_0000279	2018-08-01	2018.582192
EPI1315882|A/HK/1693/2018|2018	2018-08-22	2018.639726
